,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
4170,0.647,0.754,5,-9.547,0,0.0282,0.0196,0.809,0.663,0.72,114.121,6
4171,0.459,0.496,5,-8.832,1,0.0341,0.397,0.0469,0.122,0.0455,105.044,5
4172,0.585,0.592,5,-7.389,0,0.0411,0.723,0.86,0.852,0.268,90.976,6
4173,0.552,0.828,2,-5.811,1,0.0305,0.0006,0.363,0.115,0.709,107.031,4
4174,0.435,0.369,4,-16.66,1,0.0481,0.686,0.27,0.0829,0.108,175.878,5
4175,0.685,0.115,0,-12.653,1,0.0349,0.739,0.000382,0.0995,0.336,122.645,5
4176,0.642,0.806,0,-6.016,1,0.0535,0.00319,9.5e-06,0.703,0.462,138.004,6
4177,0.405,0.918,6,-5.277,0,0.0743,0.0207,0.000333,0.157,0.584,164.086,3
4178,0.525,0.846,4,-4.638,0,0.0302,0.0263,0.000985,0.0764,0.757,112.22,3
4179,0.542,0.691,5,-7.185,0,0.0282,0.0354,6.68e-05,0.119,0.406,109.932,3
4180,0.406,0.665,8,-10.442,1,0.0557,1.3e-05,0.806,0.103,0.357,125.171,2
4181,0.497,0.633,11,-7.331,1,0.0314,0.305,9.13e-05,0.096,0.303,112.833,4
4182,0.589,0.754,1,-6.544,1,0.0377,0.1,0.0427,0.0852,0.464,103.013,4
4183,0.478,0.747,7,-5.934,1,0.0315,0.207,0.0137,0.131,0.457,80.176,4
4184,0.557,0.507,3,-8.17,1,0.0268,0.39,0.28,0.0908,0.53,142.113,4
4185,0.577,0.746,2,-7.027,1,0.0559,0.343,0.000984,0.335,0.394,135.362,6
4186,0.541,0.903,1,-5.607,1,0.047,7.26e-06,0.563,0.181,0.628,121.981,4
4187,0.855,0.659,0,-6.451,1,0.0642,0.0216,0.156,0.075,0.286,130.967,4
4188,0.532,0.721,7,-6.682,1,0.0309,0.000221,0.723,0.148,0.545,126.599,2
4189,0.626,0.817,0,-5.881,1,0.0463,0.43,0.000504,0.147,0.847,79.986,4
4190,0.713,0.338,8,-16.997,1,0.0412,0.58,0.912,0.693,0.344,104.035,6
4191,0.738,0.263,0,-10.136,1,0.0305,0.653,0.0874,0.109,0.364,73.978,5
4192,0.515,0.873,2,-3.426,1,0.0532,0.0369,5.48e-06,0.067,0.454,134.997,4
4193,0.508,0.384,0,-9.493,1,0.0298,0.0922,0.000121,0.0976,0.306,151.133,4
4194,0.507,0.807,11,-4.817,0,0.0409,0.158,0.0434,0.248,0.488,121.936,3
4195,0.581,0.455,7,-14.154,1,0.0319,0.154,3.95e-05,0.619,0.621,129.943,6
4196,0.494,0.616,6,-5.828,1,0.0297,0.47,0.000135,0.1,0.39,88.394,5
4197,0.398,0.915,2,-5.573,1,0.0539,0.0412,0.0582,0.345,0.721,81.116,6
4198,0.424,0.0977,11,-13.594,1,0.0512,0.939,0.0,0.109,0.236,132.08,5
4199,0.838,0.536,2,-6.288,1,0.0435,0.072,0.000259,0.208,0.89,119.956,4
4200,0.533,0.843,7,-5.358,1,0.0276,0.00052,0.249,0.359,0.393,131.911,6
4201,0.265,0.505,9,-7.937,1,0.0317,0.764,0.183,0.13,0.484,170.158,5
4202,0.389,0.772,9,-4.503,1,0.0346,0.0659,0.0105,0.0838,0.755,131.656,4
4203,0.682,0.525,7,-8.547,1,0.024,0.304,0.0085,0.113,0.512,96.194,4
4204,0.337,0.729,5,-10.835,0,0.0345,0.848,0.893,0.169,0.453,124.333,2
4205,0.601,0.126,2,-18.448,1,0.0339,0.981,0.132,0.122,0.215,112.251,5
4206,0.49,0.2,2,-19.62,1,0.0292,0.978,0.637,0.0832,0.17,90.524,0
4207,0.443,0.473,4,-10.984,0,0.0324,0.262,0.984,0.255,0.482,113.83,2
4208,0.606,0.886,2,-6.554,1,0.0305,0.569,0.844,0.114,0.651,127.978,2
4209,0.623,0.691,2,-9.181,1,0.0314,0.0174,1.46e-06,0.114,0.775,121.393,4
4210,0.532,0.805,2,-7.77,0,0.0314,0.0604,0.0222,0.0713,0.729,101.42,3
4211,0.524,0.52,2,-9.235,1,0.0337,0.458,0.706,0.11,0.547,106.858,2
4212,0.433,0.586,3,-9.557,1,0.0342,0.335,1.21e-05,0.0641,0.229,135.422,5
4213,0.428,0.9,2,-5.887,1,0.044,0.107,0.00093,0.0759,0.32,165.903,4
4214,0.366,0.277,1,-12.644,1,0.0333,0.96,0.0229,0.112,0.265,162.469,5
4215,0.657,0.21,4,-16.932,1,0.0281,0.905,0.313,0.133,0.2,105.06,5
4216,0.562,0.265,2,-12.426,0,0.0301,0.975,0.0314,0.3,0.182,160.007,5
4217,0.625,0.777,5,-10.282,0,0.16,0.862,0.761,0.375,0.712,83.994,2
4218,0.258,0.376,8,-6.876,1,0.0304,0.811,6.59e-05,0.107,0.531,188.319,5
4219,0.526,0.879,6,-7.143,1,0.0456,0.322,0.781,0.111,0.828,175.008,2
4220,0.389,0.507,11,-9.026,1,0.0621,0.259,0.0441,0.142,0.364,74.718,5
4221,0.674,0.744,10,-12.045,1,0.178,0.522,0.822,0.124,0.137,124.024,2
4222,0.862,0.387,0,-13.694,1,0.0613,0.344,0.889,0.355,0.841,120.003,2
4223,0.658,0.379,0,-16.52,0,0.0406,0.67,1.19e-06,0.0605,0.245,119.707,5
4224,0.591,0.535,10,-10.68,1,0.0378,0.733,0.796,0.146,0.806,132.04,2
4225,0.643,0.59,11,-10.843,0,0.0284,0.0806,0.00578,0.174,0.818,126.651,3
4226,0.375,0.154,7,-13.786,1,0.0388,0.88,0.788,0.111,0.446,138.208,0
4227,0.483,0.468,4,-12.671,0,0.0243,0.677,0.00791,0.122,0.333,81.41,5
4228,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,0
4229,0.459,0.162,7,-15.164,1,0.0397,0.911,0.783,0.0891,0.0392,137.997,0
4230,0.187,0.121,9,-21.708,0,0.0403,0.973,0.86,0.0926,0.0793,62.322,0
4231,0.179,0.0414,4,-31.393,1,0.0482,0.897,0.889,0.0851,0.042,144.802,0
4232,0.464,0.0266,0,-20.338,1,0.0532,0.987,0.879,0.0836,0.0659,132.972,0
4233,0.529,0.0602,1,-18.445,0,0.0292,0.923,0.896,0.0999,0.0688,104.92,0
4234,0.367,0.0784,10,-24.734,1,0.0325,0.994,0.88,0.0882,0.0436,79.987,0
4235,0.402,0.164,11,-15.375,1,0.0488,0.988,0.923,0.104,0.0413,72.623,0
4236,0.249,0.195,2,-19.833,1,0.0372,0.944,0.883,0.0609,0.0389,119.794,0
4237,0.596,0.0735,3,-25.605,0,0.0405,0.968,0.929,0.133,0.302,170.912,0
4238,0.38,0.0789,2,-18.676,1,0.0341,0.978,0.955,0.0884,0.0696,107.069,0
4239,0.292,0.148,5,-18.345,1,0.0331,0.659,0.813,0.123,0.112,134.46,0
4240,0.277,0.0104,9,-27.489,0,0.0356,0.994,0.9,0.0897,0.0945,97.519,0
4241,0.167,0.071,6,-27.108,0,0.041,0.911,0.855,0.107,0.0613,143.315,0
4242,0.348,0.00944,3,-23.817,0,0.0328,0.995,0.942,0.091,0.0613,60.951,0
4243,0.247,0.0499,8,-32.589,1,0.0415,0.994,0.936,0.102,0.221,176.028,0
4244,0.216,0.124,11,-18.234,0,0.0381,0.969,0.939,0.0633,0.0395,74.212,0
4245,0.199,0.217,6,-19.595,1,0.0324,0.793,0.911,0.0809,0.0834,61.663,0
4246,0.313,0.133,4,-17.789,1,0.0337,0.954,0.86,0.1,0.043,114.49,0
4247,0.295,0.0568,4,-23.054,1,0.0369,0.917,0.897,0.573,0.0391,96.473,0
4248,0.181,0.0289,5,-25.492,1,0.044,0.994,0.932,0.101,0.0701,71.851,0
4249,0.253,0.0118,8,-33.838,1,0.042,0.952,0.614,0.245,0.149,82.843,0
4250,0.277,0.0456,10,-21.903,0,0.0529,0.984,0.928,0.107,0.0398,99.421,0
4251,0.247,0.0392,2,-28.219,1,0.0374,0.919,0.573,0.343,0.0887,169.606,0
4252,0.278,0.209,4,-18.667,0,0.0384,0.991,0.931,0.0877,0.0382,108.474,0
4253,0.157,0.0786,4,-25.886,0,0.0351,0.95,0.931,0.0639,0.0356,79.99,0
4254,0.464,0.044,7,-26.475,1,0.0431,0.981,0.946,0.0944,0.112,66.777,0
4255,0.483,0.266,1,-18.815,1,0.04,0.963,0.955,0.0985,0.0343,112.519,0
4256,0.191,0.342,2,-15.442,0,0.0332,0.323,0.0034,0.0822,0.0833,68.533,5
4257,0.629,0.125,7,-16.983,0,0.0501,0.987,0.723,0.102,0.375,135.661,0
4258,0.162,0.112,0,-17.167,1,0.0379,0.954,0.915,0.116,0.0504,70.04,0
4259,0.46,0.275,11,-15.57,1,0.0304,0.939,0.851,0.0843,0.0778,85.053,0
4260,0.545,0.787,11,-3.969,1,0.0281,0.0882,0.0268,0.0765,0.648,129.922,4
4261,0.639,0.914,10,-7.189,0,0.0394,0.277,0.802,0.0382,0.966,94.823,2
4262,0.457,0.232,2,-10.105,1,0.0375,0.665,0.0,0.12,0.211,178.072,5
4263,0.469,0.866,4,-5.372,1,0.0321,0.0371,0.921,0.183,0.56,131.0,2
4264,0.478,0.832,7,-6.89,1,0.0285,0.427,0.261,0.184,0.129,104.026,5
4265,0.678,0.579,7,-12.621,1,0.0412,0.114,0.436,0.0831,0.234,94.94,2
4266,0.587,0.93,7,-4.298,1,0.0283,0.00225,0.0854,0.132,0.928,135.005,4
4267,0.781,0.577,7,-8.773,1,0.038,0.6,0.425,0.0809,0.634,166.513,4
4268,0.47,0.526,1,-10.987,1,0.0307,0.524,0.00557,0.0856,0.257,138.978,5
4269,0.605,0.738,2,-6.508,1,0.0352,0.166,2.23e-05,0.368,0.512,136.983,6
4270,0.745,0.115,9,-15.421,0,0.0493,0.875,0.0,0.109,0.747,88.573,5
4271,0.676,0.796,4,-3.934,0,0.0316,0.485,9.38e-05,0.163,0.676,138.994,3
4272,0.672,0.402,8,-9.914,1,0.0545,0.294,0.539,0.114,0.807,177.314,2
4273,0.638,0.454,4,-14.745,0,0.0397,0.65,0.901,0.0951,0.714,77.506,2
4274,0.64,0.494,6,-6.056,0,0.0322,0.926,0.0317,0.147,0.341,115.861,5
4275,0.743,0.317,0,-9.257,0,0.0257,0.814,0.295,0.165,0.419,107.017,5
4276,0.451,0.788,4,-6.127,1,0.0358,0.000107,0.89,0.132,0.2,122.979,2
4277,0.445,0.716,2,-6.257,1,0.0382,0.118,0.309,0.0531,0.708,110.431,4
4278,0.454,0.662,11,-8.809,0,0.0295,0.0499,0.474,0.413,0.591,141.512,6
4279,0.572,0.209,8,-10.413,1,0.0313,0.765,0.0,0.356,0.446,80.069,5
4280,0.636,0.691,4,-7.581,1,0.0278,0.115,0.143,0.231,0.556,109.923,4
4281,0.41,0.778,9,-5.481,1,0.0536,0.0303,0.00211,0.415,0.479,173.938,6
4282,0.478,0.617,9,-10.119,0,0.0461,0.904,0.951,0.109,0.5,65.809,2
4283,0.41,0.62,7,-8.675,1,0.0325,0.0132,0.114,0.136,0.667,194.169,4
4284,0.688,0.903,5,-6.175,1,0.0785,0.252,0.42,0.254,0.756,155.54,4
4285,0.535,0.837,10,-11.048,1,0.039,0.097,2.99e-06,0.189,0.903,95.911,4
4286,0.531,0.76,9,-7.31,0,0.0648,0.265,0.0234,0.0734,0.579,86.545,3
4287,0.803,0.489,7,-7.868,1,0.0477,0.117,0.0,0.18,0.425,106.036,4
4288,0.526,0.829,9,-7.372,1,0.0494,0.00399,0.314,0.0459,0.651,160.984,4
4289,0.291,0.939,7,-6.005,1,0.0636,6.11e-05,0.000741,0.0752,0.492,165.117,4
4290,0.457,0.336,5,-8.713,1,0.0252,0.112,0.791,0.11,0.104,72.833,2
4291,0.635,0.571,4,-9.12,0,0.0303,0.1,0.00674,0.234,0.307,85.036,3
4292,0.502,0.631,2,-7.462,0,0.0292,0.175,0.0632,0.099,0.747,173.859,3
4293,0.746,0.445,0,-8.102,0,0.0366,0.172,0.000229,0.337,0.591,106.0,3
4294,0.618,0.558,5,-8.184,1,0.0251,0.604,0.395,0.124,0.336,111.709,5
4295,0.707,0.547,11,-9.021,0,0.0389,0.43,0.16,0.101,0.767,78.0,3
4296,0.484,0.952,5,-4.885,1,0.056,8.85e-05,0.107,0.246,0.56,152.068,4
4297,0.62,0.58,10,-9.952,1,0.0258,0.799,0.919,0.114,0.503,119.977,2
4298,0.351,0.44,7,-8.282,0,0.0337,0.867,5.03e-06,0.406,0.287,178.888,5
4299,0.664,0.682,5,-6.499,1,0.0224,0.175,0.00953,0.0962,0.571,104.978,4
4300,0.448,0.551,9,-7.99,1,0.029,0.307,0.642,0.175,0.525,79.793,2
4301,0.45,0.792,6,-5.396,0,0.0326,0.00559,0.212,0.253,0.884,173.896,3
4302,0.603,0.885,9,-6.986,0,0.0465,0.209,0.00296,0.0634,0.528,124.964,3
4303,0.546,0.931,5,-4.751,0,0.0557,0.184,0.01,0.901,0.476,96.971,6
4304,0.465,0.821,4,-11.115,1,0.0487,0.0133,0.00855,0.447,0.697,149.824,6
4305,0.661,0.43,8,-9.049,1,0.0284,0.0377,0.00602,0.127,0.498,86.998,4
4306,0.793,0.49,11,-11.191,0,0.0382,0.625,0.768,0.105,0.439,115.956,2
4307,0.531,0.648,1,-7.638,1,0.209,0.712,0.000191,0.0973,0.799,86.739,1
4308,0.836,0.296,0,-14.903,0,0.0541,0.14,0.0769,0.102,0.924,98.018,3
4309,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,1
4310,0.652,0.897,7,-4.481,0,0.036,0.293,0.0,0.0722,0.475,114.033,3
4311,0.712,0.674,1,-7.454,0,0.183,0.393,0.0,0.104,0.875,102.007,3
4312,0.817,0.549,6,-5.701,1,0.425,0.284,0.0,0.134,0.827,90.05,1
4313,0.725,0.77,1,-6.24,1,0.0539,0.149,2.17e-05,0.0641,0.647,93.009,4
4314,0.567,0.466,4,-6.543,1,0.0298,0.0501,0.0,0.0969,0.184,123.284,4
4315,0.486,0.734,4,-7.736,1,0.469,0.328,2.6e-06,0.78,0.826,175.268,1
4316,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,0.451,96.036,1
4317,0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,4
4318,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,3
4319,0.641,0.653,11,-11.02,0,0.0267,0.02,0.00204,0.399,0.533,129.64,3
4320,0.473,0.698,6,-8.133,1,0.0349,0.0648,0.231,0.136,0.21,168.817,4
4321,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,4
4322,0.785,0.825,1,-3.914,0,0.17,0.112,4.13e-06,0.083,0.827,107.016,3
4323,0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,4
4324,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4
4325,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,4
4326,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4
4327,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4
4328,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,4
4329,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,4
4330,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107,6
4331,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,4
4332,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4
4333,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,3
4334,0.65,0.736,6,-5.84,0,0.229,0.0513,0.0,0.235,0.612,159.174,1
4335,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,4
4336,0.729,0.589,3,-9.871,0,0.0483,0.0361,0.0,0.305,0.349,95.065,3
4337,0.679,0.625,6,-6.668,1,0.0405,0.0296,0.0,0.106,0.489,96.035,4
4338,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4
4339,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,5
4340,0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,4
4341,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
4342,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,4
4343,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,1
4344,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,4
4345,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,3
4346,0.744,0.412,10,-7.134,1,0.0344,0.631,0.0,0.123,0.402,105.992,5
4347,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,1
4348,0.761,0.227,10,-8.19,0,0.0467,0.755,0.0,0.126,0.529,105.098,5
4349,0.852,0.419,4,-8.481,0,0.16,0.269,0.00324,0.0977,0.419,85.015,3
4350,0.749,0.529,1,-5.722,1,0.0736,0.368,0.0,0.106,0.341,105.017,4
4351,0.668,0.836,8,-6.434,0,0.0369,0.197,0.00269,0.0715,0.616,123.989,3
4352,0.449,0.298,9,-6.851,0,0.0426,0.756,0.0,0.129,0.527,155.242,5
4353,0.703,0.624,1,-5.758,1,0.0632,0.293,0.0,0.178,0.438,156.913,4
4354,0.786,0.321,2,-8.452,1,0.0807,0.711,0.0,0.114,0.658,87.99,5
4355,0.822,0.562,10,-10.183,1,0.343,0.171,0.0,0.0826,0.67,119.979,1
4356,0.65,0.496,9,-11.422,0,0.0336,0.36,0.00198,0.407,0.331,120.005,3
4357,0.587,0.43,0,-8.371,0,0.0293,0.458,0.0,0.0747,0.318,139.818,5
4358,0.587,0.565,5,-3.285,0,0.0285,0.497,0.0,0.21,0.18,139.939,3
4359,0.705,0.156,9,-9.109,1,0.12,0.784,0.0,0.168,0.265,115.834,5
4360,0.614,0.45,6,-6.345,0,0.0706,0.174,0.0,0.23,0.361,135.146,3
4361,0.602,0.676,9,-7.95,1,0.388,0.51,0.00233,0.0748,0.202,170.094,1
4362,0.679,0.648,2,-5.938,1,0.0898,0.0754,0.0,0.325,0.388,140.109,4
4363,0.597,0.52,11,-11.724,0,0.104,0.239,1.42e-06,0.102,0.281,127.034,3
4364,0.704,0.635,5,-8.387,0,0.237,0.225,0.0,0.1,0.524,114.94,1
4365,0.656,0.491,1,-9.833,1,0.181,0.388,0.0,0.41,0.498,126.128,6
4366,0.789,0.439,1,-11.812,1,0.855,0.424,0.0,0.0734,0.615,72.038,1
4367,0.784,0.649,6,-5.42,0,0.374,0.151,0.0,0.309,0.394,124.964,1
4368,0.718,0.496,8,-7.686,0,0.0607,0.317,0.0,0.11,0.4,125.935,3
4369,0.659,0.447,11,-6.679,0,0.441,0.781,0.0,0.108,0.528,131.36,1
4370,0.741,0.582,7,-5.849,1,0.179,0.121,0.0,0.516,0.325,75.024,6
4371,0.633,0.0633,4,-15.607,0,0.113,0.764,0.0,0.128,0.317,101.103,5
4372,0.809,0.619,2,-9.392,1,0.0597,0.0358,0.000411,0.156,0.271,116.996,4
4373,0.677,0.569,0,-7.43,1,0.0269,0.304,0.00426,0.107,0.685,117.109,4
4374,0.646,0.57,0,-8.964,0,0.0265,0.559,0.868,0.0968,0.473,93.989,2
4375,0.34,0.67,9,-11.117,0,0.0631,0.157,0.435,0.0824,0.927,84.925,3
4376,0.509,0.403,2,-9.862,1,0.0299,0.619,0.000496,0.383,0.0838,117.241,5
4377,0.841,0.575,7,-10.367,0,0.213,0.834,0.475,0.0877,0.481,106.03,1
4378,0.648,0.472,2,-11.274,0,0.0304,0.266,0.0796,0.0872,0.582,129.011,3
4379,0.718,0.484,0,-12.239,0,0.0325,0.278,0.0949,0.143,0.0473,104.011,5
4380,0.287,0.376,9,-18.65,0,0.0587,0.337,0.304,0.111,0.171,66.307,0
4381,0.661,0.733,2,-6.859,1,0.026,0.00551,0.656,0.0992,0.53,129.976,2
4382,0.701,0.544,5,-10.641,0,0.0339,0.469,0.877,0.0788,0.063,118.012,2
4383,0.539,0.568,8,-10.982,0,0.343,0.823,0.937,0.115,0.662,87.732,1
4384,0.72,0.323,2,-13.96,1,0.0334,0.151,0.0132,0.247,0.226,107.354,5
4385,0.296,0.448,5,-10.744,0,0.034,0.67,0.962,0.155,0.188,181.358,2
4386,0.294,0.624,1,-7.746,1,0.0321,0.278,0.564,0.0996,0.187,103.401,5
4387,0.521,0.217,5,-18.45,1,0.0255,0.835,0.929,0.37,0.3,85.053,0
4388,0.705,0.43,8,-13.354,1,0.0966,0.00266,0.734,0.106,0.605,89.988,2
4389,0.667,0.659,4,-10.264,0,0.04,0.728,0.249,0.141,0.826,139.947,3
4390,0.518,0.668,11,-8.318,0,0.0712,0.494,0.146,0.0768,0.607,170.998,3
4391,0.567,0.599,11,-12.755,0,0.0373,0.599,0.894,0.0926,0.276,120.983,2
4392,0.729,0.621,7,-14.886,0,0.042,0.0111,0.938,0.0656,0.322,126.015,2
4393,0.733,0.56,5,-8.839,1,0.0639,0.0129,0.623,0.218,0.367,114.997,2
4394,0.716,0.613,11,-10.948,1,0.0661,0.363,0.914,0.067,0.389,109.93,2
4395,0.598,0.425,9,-9.71,1,0.0278,0.909,0.0569,0.105,0.514,87.416,5
4396,0.703,0.649,5,-8.358,0,0.0253,0.279,0.829,0.167,0.953,105.006,2
4397,0.564,0.554,9,-10.787,0,0.0282,0.798,0.869,0.164,0.0766,102.949,2
4398,0.414,0.851,4,-7.713,1,0.0338,0.126,0.535,0.281,0.427,90.983,2
4399,0.459,0.479,5,-10.77,0,0.06,0.574,0.404,0.109,0.64,166.585,3
4400,0.605,0.471,2,-10.882,0,0.0359,0.841,0.683,0.149,0.652,169.986,2
4401,0.684,0.531,9,-9.184,1,0.0378,0.611,0.195,0.104,0.319,105.031,5
4402,0.435,0.331,3,-12.854,1,0.034,0.337,0.0593,0.167,0.292,150.727,5
4403,0.748,0.694,4,-7.221,0,0.0529,0.274,0.164,0.0626,0.642,100.361,3
4404,0.59,0.321,0,-14.329,1,0.0434,0.605,0.905,0.67,0.472,142.002,6
4405,0.479,0.534,5,-6.698,0,0.0471,0.252,0.788,0.11,0.146,81.946,2
4406,0.398,0.629,2,-10.276,1,0.333,0.746,0.793,0.151,0.858,168.749,1
4407,0.457,0.575,7,-6.52,1,0.0404,0.00098,0.864,0.137,0.13,161.957,2
4408,0.763,0.835,0,-9.443,1,0.0448,0.0714,0.923,0.0876,0.396,120.995,2
4409,0.498,0.23,2,-14.894,1,0.035,0.699,0.0,0.0519,0.218,123.918,5
4410,0.665,0.329,0,-11.167,1,0.0365,0.514,0.316,0.114,0.179,132.156,5
4411,0.651,0.492,6,-11.808,1,0.0301,0.0805,0.0206,0.0912,0.79,152.034,4
4412,0.563,0.842,10,-7.959,1,0.0269,0.00208,0.838,0.125,0.897,135.971,2
4413,0.652,0.632,11,-12.653,0,0.0415,0.91,0.901,0.114,0.702,102.023,2
4414,0.747,0.575,5,-12.017,0,0.0311,0.231,0.0935,0.814,0.615,114.528,6
4415,0.679,0.619,11,-11.741,1,0.0454,0.488,0.627,0.192,0.528,136.976,2
4416,0.506,0.249,4,-20.301,0,0.0256,0.758,0.759,0.0737,0.197,90.232,0
4417,0.592,0.374,9,-15.368,0,0.0346,0.394,0.931,0.0791,0.946,115.029,2
4418,0.743,0.645,2,-6.005,1,0.0375,0.338,0.741,0.264,0.214,100.012,2
4419,0.333,0.412,7,-9.872,0,0.0264,0.21,0.741,0.0803,0.234,151.256,2
4420,0.435,0.517,11,-10.749,0,0.0419,0.583,0.914,0.333,0.442,80.637,2
4421,0.729,0.571,8,-11.346,1,0.0335,0.661,0.0098,0.358,0.873,96.014,4
4422,0.572,0.571,8,-10.067,0,0.0331,0.265,0.917,0.109,0.115,96.986,2
4423,0.77,0.351,11,-13.613,0,0.0438,0.685,0.894,0.0894,0.711,90.007,2
4424,0.67,0.618,9,-8.697,0,0.0303,0.535,0.00516,0.114,0.723,117.019,3
4425,0.249,0.671,0,-8.609,0,0.0435,0.163,0.00322,0.313,0.422,77.44,3
4426,0.743,0.767,0,-10.983,1,0.0973,0.178,0.0771,0.0998,0.871,154.003,4
4427,0.62,0.355,5,-14.081,0,0.0398,0.402,0.00619,0.0585,0.659,84.181,5
4428,0.752,0.587,10,-11.956,1,0.0381,0.033,0.101,0.0492,0.753,139.353,4
4429,0.449,0.495,0,-13.947,1,0.0308,0.414,0.841,0.103,0.129,95.003,2
4430,0.46,0.0335,4,-25.821,0,0.0374,0.976,0.37,0.079,0.352,137.979,0
4431,0.398,0.442,1,-13.202,1,0.0365,0.198,0.831,0.0861,0.539,103.506,2
4432,0.629,0.173,9,-15.597,0,0.0386,0.913,0.932,0.113,0.282,135.901,0
4433,0.513,0.393,2,-13.338,1,0.0305,0.563,0.894,0.907,0.513,82.616,6
4434,0.303,0.332,6,-16.471,0,0.032,0.00859,0.864,0.0654,0.41,175.85,2
4435,0.365,0.179,4,-22.325,0,0.0323,0.731,0.449,0.118,0.305,107.93,0
4436,0.602,0.421,5,-11.627,1,0.0595,0.929,0.873,0.751,0.578,90.078,6
4437,0.753,0.448,5,-9.408,0,0.0993,0.224,0.833,0.0836,0.692,91.003,2
4438,0.743,0.578,4,-10.784,1,0.0327,0.00186,0.618,0.11,0.511,109.989,2
4439,0.668,0.539,10,-12.746,0,0.0312,0.604,0.812,0.0821,0.777,95.835,2
4440,0.457,0.356,3,-10.16,1,0.039,0.544,0.412,0.107,0.213,58.927,5
4441,0.678,0.283,2,-12.993,0,0.0362,0.881,0.909,0.0898,0.418,121.969,2
4442,0.664,0.786,1,-7.164,0,0.026,0.0849,0.0145,0.0829,0.619,116.432,3
4443,0.845,0.595,11,-9.522,0,0.292,0.0838,0.38,0.34,0.805,159.835,1
4444,0.729,0.435,11,-8.873,0,0.0328,0.117,0.77,0.319,0.386,94.979,2
4445,0.751,0.509,2,-11.597,1,0.036,0.823,0.846,0.0986,0.961,134.573,2
4446,0.228,0.293,9,-18.563,0,0.0382,0.946,0.933,0.119,0.388,74.671,0
4447,0.578,0.765,2,-9.738,1,0.0337,0.313,0.844,0.102,0.608,130.015,2
4448,0.661,0.545,6,-14.792,1,0.0761,0.0399,0.864,0.0682,0.666,175.977,2
4449,0.596,0.576,10,-7.956,1,0.039,0.379,0.0859,0.107,0.494,160.183,4
4450,0.713,0.318,2,-8.957,0,0.0441,0.263,0.782,0.0688,0.593,80.987,2
4451,0.525,0.138,5,-23.333,0,0.0433,0.971,0.858,0.105,0.267,161.957,0
4452,0.322,0.607,0,-7.835,1,0.0352,0.0314,0.0019,0.0871,0.394,84.133,4
4453,0.664,0.713,6,-6.858,0,0.036,0.222,0.341,0.111,0.625,120.042,3
4454,0.612,0.436,0,-12.322,1,0.0262,0.00253,0.949,0.0811,0.284,90.019,2
4455,0.787,0.415,9,-14.871,0,0.0543,0.16,0.927,0.076,0.747,121.002,2
4456,0.649,0.375,10,-12.35,1,0.0428,0.0827,0.849,0.0936,0.327,85.354,2
4457,0.523,0.865,4,-7.032,0,0.096,0.218,0.00322,0.174,0.503,85.994,3
4458,0.431,0.525,11,-8.461,1,0.028,0.212,0.723,0.259,0.139,169.926,2
4459,0.467,0.347,11,-15.539,0,0.0264,0.157,0.431,0.104,0.224,139.054,2
